2026-01-02 20:25:07 | DEBUG | Logger initialized in development mode with level DEBUG
2026-01-02 20:25:48 | INFO | Shutting down the application...
2026-01-02 20:25:48 | INFO | Starting up the application...
2026-01-02 20:25:48 | INFO | User logged in: admin_workshops@test.com
2026-01-02 20:25:48 | DEBUG | [ADMIN FUNC] Deleting workshop ID: 99999 by ADMIN user 1
2026-01-02 20:25:48 | DEBUG | [ADMIN FUNC] Fetching workshop by ID: 99999 by ADMIN user 1
2026-01-02 20:25:48 | ERROR | [ADMIN FUNC] Workshop ID: 99999 not found by ADMIN user 1
2026-01-02 20:25:48 | INFO | Shutting down the application...
2026-01-02 20:25:48 | INFO | Starting up the application...
2026-01-02 20:25:48 | INFO | User logged in: manager_workshops@test.com
2026-01-02 20:25:48 | DEBUG | Uploading logo for user 1
2026-01-02 20:25:48 | INFO | User 1 uploaded new logo for workshop 2
2026-01-02 20:25:48 | INFO | Shutting down the application...
2026-01-02 20:25:48 | INFO | Starting up the application...
2026-01-02 20:25:48 | INFO | User logged in: manager_workshops@test.com
2026-01-02 20:25:48 | DEBUG | Fetching logo for user 1
2026-01-02 20:25:48 | INFO | User 1 fetched logo for workshop 2
2026-01-02 20:25:48 | INFO | Shutting down the application...
2026-01-02 20:25:48 | INFO | Starting up the application...
2026-01-02 20:25:49 | INFO | User logged in: manager_workshops@test.com
2026-01-02 20:25:49 | DEBUG | Uploading logo for user 1
2026-01-02 20:25:49 | ERROR | User 1 attempted to upload invalid file type: .txt
2026-01-02 20:25:49 | INFO | Shutting down the application...
2026-01-02 20:25:49 | INFO | Starting up the application...
2026-01-02 20:25:49 | INFO | User logged in: manager_workshops@test.com
2026-01-02 20:25:49 | DEBUG | Creating part 1 for user 1's workshop
2026-01-02 20:25:49 | INFO | Part 1 created in workshop 2 for user 1
2026-01-02 20:25:49 | INFO | Shutting down the application...
2026-01-02 20:25:49 | INFO | Starting up the application...
2026-01-02 20:25:49 | INFO | User logged in: manager_workshops@test.com
2026-01-02 20:25:49 | DEBUG | Fetching workshop for user 1
2026-01-02 20:25:49 | INFO | User 1 fetched workshop 2
2026-01-02 20:25:49 | INFO | Shutting down the application...
2026-01-02 20:25:49 | INFO | Starting up the application...
2026-01-02 20:25:49 | INFO | User logged in: manager_workshops@test.com
2026-01-02 20:25:49 | DEBUG | Fetching workshop for user 1
2026-01-02 20:25:49 | INFO | User 1 fetched workshop 2
2026-01-02 20:25:50 | INFO | Shutting down the application...
2026-01-02 20:25:50 | INFO | Starting up the application...
2026-01-02 20:25:50 | INFO | User logged in: manager_workshops@test.com
2026-01-02 20:25:50 | DEBUG | Fetching workshop for user 1
2026-01-02 20:25:50 | INFO | User 1 fetched workshop 2
2026-01-02 20:25:50 | INFO | Shutting down the application...
2026-01-02 20:25:50 | INFO | Starting up the application...
2026-01-02 20:25:50 | INFO | User logged in: admin_workshops@test.com
2026-01-02 20:25:50 | INFO | Shutting down the application...
2026-01-02 20:25:50 | INFO | Starting up the application...
2026-01-02 20:25:50 | INFO | User logged in: admin_workshops@test.com
2026-01-02 20:25:50 | INFO | Shutting down the application...
2026-01-02 20:25:50 | INFO | Starting up the application...
2026-01-02 20:25:51 | INFO | User logged in: admin_workshops@test.com
2026-01-02 20:25:51 | DEBUG | [ADMIN FUNC] Updating workshop ID: 2 by ADMIN user 1
2026-01-02 20:25:51 | DEBUG | [ADMIN FUNC] Fetching workshop by ID: 2 by ADMIN user 1
2026-01-02 20:25:51 | INFO | [ADMIN FUNC] Workshop ID: 2 updated by ADMIN user 1
2026-01-02 20:25:51 | INFO | Shutting down the application...
2026-01-02 20:25:51 | INFO | Starting up the application...
2026-01-02 20:25:51 | INFO | User logged in: admin_workshops@test.com
2026-01-02 20:25:51 | DEBUG | [ADMIN FUNC] Creating workshop: auto shop by ADMIN user 1
2026-01-02 20:25:51 | INFO | [ADMIN FUNC] Workshop created with ID: 2 by ADMIN user 1
2026-01-02 20:25:51 | DEBUG | [ADMIN FUNC] Creating workshop: AUTO SHOP by ADMIN user 1
2026-01-02 20:25:51 | INFO | [ADMIN FUNC] Workshop created with ID: 3 by ADMIN user 1
2026-01-02 20:25:51 | INFO | Shutting down the application...
2026-01-02 20:25:51 | INFO | Starting up the application...
2026-01-02 20:25:51 | INFO | User logged in: manager_workshops@test.com
2026-01-02 20:25:51 | INFO | Shutting down the application...
2026-01-02 20:25:51 | INFO | Starting up the application...
2026-01-02 20:25:51 | INFO | User logged in: new_manager_workshops@test.com
2026-01-02 20:25:51 | DEBUG | Fetching logo for user 1
2026-01-02 20:25:51 | ERROR | User 1 has no workshop to fetch logo for
2026-01-02 20:25:51 | DEBUG | Uploading logo for user 1
2026-01-02 20:25:51 | ERROR | User 1 has no workshop to upload logo for
2026-01-02 20:25:51 | INFO | Shutting down the application...
2026-01-02 20:25:51 | INFO | Starting up the application...
2026-01-02 20:25:52 | INFO | User logged in: user1_concurrent@test.com
2026-01-02 20:25:52 | INFO | User logged in: user2_concurrent@test.com
2026-01-02 20:25:52 | DEBUG | Creating workshop for user 1
2026-01-02 20:25:52 | INFO | Workshop created with ID: 2 for user 1
2026-01-02 20:25:52 | DEBUG | Creating workshop for user 2
2026-01-02 20:25:52 | INFO | Workshop created with ID: 3 for user 2
2026-01-02 20:25:52 | INFO | Shutting down the application...
2026-01-02 20:26:40 | DEBUG | Logger initialized in development mode with level DEBUG
2026-01-02 20:26:40 | INFO | Starting up the application...
2026-01-02 20:26:40 | INFO | Shutting down the application...
2026-01-02 20:26:40 | INFO | Starting up the application...
2026-01-02 20:26:40 | INFO | Shutting down the application...
2026-01-02 20:26:40 | INFO | Starting up the application...
2026-01-02 20:26:40 | INFO | Shutting down the application...
2026-01-02 20:26:40 | INFO | Starting up the application...
2026-01-02 20:26:40 | INFO | Shutting down the application...
2026-01-02 20:26:40 | INFO | Starting up the application...
2026-01-02 20:26:40 | INFO | Shutting down the application...
2026-01-02 20:26:40 | INFO | Starting up the application...
2026-01-02 20:26:40 | INFO | Shutting down the application...
2026-01-02 20:26:40 | INFO | Starting up the application...
2026-01-02 20:26:40 | INFO | Shutting down the application...
2026-01-02 20:26:40 | INFO | Starting up the application...
2026-01-02 20:26:40 | INFO | Shutting down the application...
